final_box_l,MPC,Kcideal_in_mol_per_l,cs_bulk,bjerrum,pH,cH_bulk,cOH_bulk,cNa_bulk,cCl_bulk,ionic_strength_bulk,Nsteps,num_Hs,num_OHs,num_Nas,num_Cls,num_As,total_isotropic_pressures,squared_end_to_end_distances,squared_radii_of_gyration,bond_lengths,degree_of_dissociation,excess_chemical_potential_pair,excess_chemical_potential_Na,excess_chemical_potential_Cl,err_num_Hs,err_num_OHs,err_num_Nas,err_num_Cls,err_num_As,err_total_isotropic_pressures,err_squared_end_to_end_distances,err_squared_radii_of_gyration,err_bond_lengths,err_degree_of_dissociation,err_excess_chemical_potential_pair,std_error_excess_chemical_potential_Na,std_error_excess_chemical_potential_Cl,nr_chains,c_poly_[mol/l]
23.0940107676,50.0,0.1,0.00026954177,2.0,7.0,2.99304597055e-09,2.99305800866e-09,0.000269541770012,0.00026954177,0.000269544763058,15323.0,0.00861450107681,0.0,799.096782614,0.028192912615,799.077204203,0.0408476240045,234.761477539,35.4094713817,0.974663576141,0.998846505254,-0.768568698761,-0.122041924931,-0.675791766017,0.00129716900286,0.0,0.0138074131298,0.0023626558168,0.0135714489159,0.000330165412185,2.0498974008,0.169105681643,1.73186555213e-05,1.69643111448e-05,0.077242012293,0.0377101799332,0.0293339602844,16,0.0481943137205
40.858634435,50.0,0.1,0.00026954177,2.0,7.0,2.99304597055e-09,2.99305800866e-09,0.000269541770012,0.00026954177,0.000269544763058,16299.0,0.0092030185901,0.0,800.73452359,1.3575065955,799.386220013,0.00396737348873,366.188530795,49.9337912992,0.975407576072,0.999232775017,-1.20632951016,-0.851476696517,-0.568844050272,0.00133777764061,0.0,0.0193239172058,0.0158843394479,0.0107535718864,5.71222998454e-05,2.56186411561,0.192218919417,1.66420685684e-05,1.3441964858e-05,0.0594761404452,0.0620430285481,0.014580334187,16,0.00870246628124
58.6232581023,50.0,0.1,0.00026954177,2.0,7.0,2.99304597055e-09,2.99305800866e-09,0.000269541770012,0.00026954177,0.000269544763058,15851.0,0.0094000378525,0.000189262507097,810.583748659,11.1395495552,799.45340988,0.00131707998815,466.588520122,59.31010441,0.975660297625,0.999316762349,-1.34765420995,-0.986979557323,-0.414443293066,0.00134505640605,0.000189118881813,0.0479690188128,0.0469294453269,0.0102552127045,1.91498103529e-05,2.13339619648,0.152232582784,1.68643701729e-05,1.28190158807e-05,0.0802904222463,0.0636765955669,0.00837077165161,16,0.00294634797686
76.3878817697,50.0,0.1,0.00026954177,2.0,7.0,2.99304597055e-09,2.99305800866e-09,0.000269541770012,0.00026954177,0.000269544763058,22325.0,0.00918253079507,0.000313549832027,846.576483763,47.0987234043,799.486629339,0.000740796724392,532.840464997,65.0145891398,0.975799867379,0.999358286674,-1.19290506209,-0.885980223768,-0.321583632957,0.00109204317095,0.000205017944117,0.0933447080075,0.0926527994648,0.00831820216201,7.36535082849e-06,1.5734159484,0.110170282959,1.44366155433e-05,1.03977527025e-05,0.0664731602945,0.0645398976788,0.00570057347468,16,0.00133174320807
80.0,50.0,0.1,0.00026954177,2.0,7.0,2.99304597055e-09,2.99305800866e-09,0.000269541770012,0.00026954177,0.000269544763058,15377.0,0.0104701827405,0.000910450673083,858.997528777,59.5100474735,799.497041035,0.000694874861987,540.129692216,65.6777668207,0.975806077088,0.999371301294,-1.31283022597,-0.755309107424,-0.294716120139,0.00144999720442,0.000420200963373,0.136449852148,0.136087597284,0.010001451579,7.73339705622e-06,2.06829726323,0.145203481,1.71800652621e-05,1.25018144737e-05,0.107690552393,0.0539837729772,0.00565532548709,16,0.001159375
23.0940107676,50.0,0.1,0.00026954177,2.0,8.0,2.99305737986e-10,2.99306687855e-08,0.000269571401363,0.00026954177,0.000269571700669,15186.0,0.000592651126037,0.0,799.93171342,0.0270644014224,799.90524167,0.040941760568,233.291592086,35.2276108038,0.974672167012,0.999881552087,-0.813794435622,-0.18877782173,-0.635241606265,0.000343997826626,0.0,0.00485307445751,0.0022778662556,0.00435354302309,0.000339479094982,2.41378589065,0.192882101912,1.78946774696e-05,5.44192877887e-06,0.093483246365,0.0413399977427,0.0259001218205,16,0.0481943137205
40.858634435,50.0,0.1,0.00026954177,2.0,8.0,2.99305737986e-10,2.99306687855e-08,0.000269571401363,0.00026954177,0.000269571700669,17315.0,0.000808547502166,0.000173260179036,801.296563673,1.36182500722,799.935373953,0.00398785101208,364.968200699,49.8293109242,0.975403976675,0.999919217442,-1.34827064847,-0.697543217047,-0.551639079373,0.000373185844567,0.000173155234441,0.0156443931157,0.0153152943733,0.00337263566767,5.59126385997e-05,2.27225334231,0.163140946479,1.65361752078e-05,4.21579458458e-06,0.0652413877311,0.0477224147031,0.0154636771494,16,0.00870246628124
58.6232581023,50.0,0.1,0.00026954177,2.0,8.0,2.99305737986e-10,2.99306687855e-08,0.000269571401363,0.00026954177,0.000269571700669,14659.0,0.000682174773177,0.000818609727812,811.058257726,11.1131727949,799.944948496,0.00131682421251,466.598300685,59.3023361161,0.975663140532,0.99993118562,-1.37742031921,-0.975486830141,-0.417933844316,0.000372607308074,0.000408102015696,0.0485725263594,0.0484651941935,0.00338300042786,2.03924514259e-05,2.20642138427,0.154497216018,1.80433190857e-05,4.22875053482e-06,0.0939168529991,0.0698466449702,0.00900860167689,16,0.00294634797686
76.3878817697,50.0,0.1,0.00026954177,2.0,8.0,2.99305737986e-10,2.99306687855e-08,0.000269571401363,0.00026954177,0.000269571700669,16314.0,0.000980752727719,0.00533284295697,846.980323648,47.0235993625,799.952372196,0.00072832099041,532.492140862,64.987756878,0.975822724164,0.999940465245,-1.2903362823,-0.830941896152,-0.315159319835,0.000422984253655,0.000983798225444,0.116294978381,0.116160268959,0.00293877868796,8.49438576573e-06,2.06272921298,0.144754005088,1.65949714831e-05,3.67347335995e-06,0.0954233196256,0.0460643844348,0.00558229570631,16,0.00133174320807
80.0,50.0,0.1,0.00026954177,2.0,8.0,2.99305737986e-10,2.99306687855e-08,0.000269571401363,0.00026954177,0.000269571700669,13938.0,0.000645716745588,0.00638542115081,859.556033864,59.6025254699,799.94776869,0.000690909136909,542.378765261,65.8658223521,0.975827249962,0.999934710862,-1.04251289898,-0.91267745194,-0.292831779266,0.000371729063951,0.00115623846394,0.144700514123,0.144597564041,0.00335574111423,8.25527973082e-06,2.35351713708,0.165519639302,1.81903927272e-05,4.19467639279e-06,0.0633259006107,0.0952671169925,0.00546916258218,16,0.001159375
23.0940107676,50.0,0.1,0.00026954177,2.0,9.0,2.99315810592e-11,2.99316895601e-07,0.000269841056964,0.00026954177,0.000269841086896,10124.0,9.87751876729e-05,0.0,800.017680759,0.0273607269854,799.990418807,0.0404242282142,234.964546387,35.3251859362,0.974699211528,0.999988023508,-0.843407056662,-0.0706638042725,-0.68910930368,0.00894065508643,0.0,0.00336527656875,0.00285034745497,0.00167213156907,0.00041452898603,2.52470580711,0.210442191083,2.17519427472e-05,2.09016446134e-06,0.136331901329,0.0583005154863,0.0469648798822,16,0.0481943137205
40.858634435,50.0,0.1,0.00026954177,2.0,9.0,2.99315810592e-11,2.99316895601e-07,0.000269841056964,0.00026954177,0.000269841086896,17102.0,0.000233890773009,0.0012279265583,801.348614197,1.35299964916,799.994620512,0.00396127456569,366.582146429,49.9572421158,0.975415731376,0.99999327564,-1.30105058345,-0.788154799526,-0.60562216294,0.000202434841325,0.000462054995029,0.015363210464,0.0153425181606,0.000984442737388,5.54597714974e-05,2.24266049121,0.167958608192,1.63107430384e-05,1.23055342174e-06,0.062459349296,0.0553276828734,0.0161758858713,16,0.00870246628124
58.6232581023,50.0,0.1,0.00026954177,2.0,9.0,2.99315810592e-11,2.99316895601e-07,0.000269841056964,0.00026954177,0.000269841086896,19147.0,0.0,0.0121167806967,811.145453596,11.1386640205,799.994672795,0.00130858826704,468.264698488,59.3840087932,0.975668746725,0.999993340993,-1.28248626925,-1.04512679302,-0.41526501583,0.0,0.00137407611917,0.0434932443399,0.0434499353063,0.000916900705196,1.79025809146e-05,1.96969265225,0.140424276176,1.5706223474e-05,1.1461258815e-06,0.0770002976567,0.0853033207078,0.00764608160435,16,0.00294634797686
76.3878817697,50.0,0.1,0.00026954177,2.0,9.0,2.99315810592e-11,2.99316895601e-07,0.000269841056964,0.00026954177,0.000269841086896,17102.0,0.000116945386505,0.0539702958718,847.084259151,47.035259034,799.995146766,0.000737221310775,534.491115013,65.1452853554,0.975806313765,0.999993933458,-1.1813017999,-0.879130467162,-0.313851002742,0.000143171700847,0.00306997461322,0.118608309513,0.118439794464,0.000928039023922,8.61391132103e-06,1.86856807927,0.128082211421,1.68046455353e-05,1.1600487799e-06,0.0561098797971,0.0476096720304,0.00511264864395,16,0.00133174320807
80.0,50.0,0.1,0.00026954177,2.0,9.0,2.99315810592e-11,2.99316895601e-07,0.000269841056964,0.00026954177,0.000269841086896,16490.0,6.06428138266e-05,0.0688295936931,859.469921164,59.4062462098,799.994906004,0.0006789677954,537.143699203,65.5114775542,0.975842144441,0.999993632505,-1.25223241207,-0.955111993457,-0.302735265739,0.000105017199776,0.00349622673711,0.13762884696,0.137462214799,0.000966713616625,7.50299666644e-06,1.82955498091,0.125747288713,1.68211016329e-05,1.20839202078e-06,0.0823695157468,0.0833530571472,0.00527165633501,16,0.001159375
23.0940107676,50.0,0.1,0.00026954177,2.0,10.0,2.99417402589e-12,2.99418220452e-06,0.00027253594921,0.00026954177,0.000272535952205,15369.0,0.0,0.000325330210163,800.025636021,0.0262866809812,799.999024009,0.0405654509058,235.021951921,35.3861967096,0.974686726169,0.999998780012,-0.827313583007,-0.127900523507,-0.684295353575,0.0,0.00025163855759,0.00237193809554,0.00231088502863,0.000434853549294,0.000323204893479,2.30373820344,0.214552508101,1.70157349446e-05,5.43566936618e-07,0.049540238426,0.0297777129566,0.0187241825707,16,0.0481943137205
