time,alpha,pressure
10010.000000172075,0.3814102564102564,0.0012959127813373468
10020.000000172293,0.3798076923076923,-0.003026000649369077
10030.000000172511,0.3782051282051282,0.0011153763792696762
10040.00000017273,0.375,0.0059375784857898725
10050.000000172948,0.3766025641025641,0.004618443248443886
10060.000000173166,0.3782051282051282,0.0004574447266632256
10070.000000173384,0.3782051282051282,-0.00012157599599418418
10080.000000173603,0.3766025641025641,0.002225060439654046
10090.00000017382,0.3766025641025641,-0.0019240655119750858
10100.000000174039,0.3733974358974359,0.0028279531728504573
10110.000000174257,0.375,0.004224771932504688
10120.000000174476,0.3766025641025641,0.0029468884017917443
10130.000000174694,0.3814102564102564,0.0027909217149346354
10140.000000174912,0.3733974358974359,0.004077673198216727
10150.00000017513,0.3733974358974359,0.0022756777037049735
10160.000000175349,0.3733974358974359,-0.00010589416689285916
10170.000000175567,0.3782051282051282,0.001859537746257308
10180.000000175785,0.38301282051282054,-0.00016469917204311825
10190.000000176004,0.3814102564102564,2.5722652378199217e-05
10200.000000176222,0.3814102564102564,-0.00127973392904908
10210.00000017644,0.38301282051282054,0.004362725067412116
10220.000000176658,0.38782051282051283,-0.0015113540815898808
10230.000000176877,0.38621794871794873,0.0031225170220865565
10240.000000177095,0.38461538461538464,-7.843549592558355e-05
10250.000000177313,0.3894230769230769,0.005135423287364007
10260.000000177532,0.391025641025641,0.0024947777354401442
10270.00000017775,0.3958333333333333,4.3502081457275825e-05
10280.000000177968,0.3926282051282051,0.0008853877642713473
10290.000000178186,0.38461538461538464,-0.002430595538595321
10300.000000178405,0.38461538461538464,0.0008280089606126801
10310.000000178623,0.38621794871794873,-0.00010846124481816875
10320.000000178841,0.391025641025641,0.0030769455019637264
10330.00000017906,0.38621794871794873,0.0003402213296338251
10340.000000179278,0.38621794871794873,0.005918505469511493
10350.000000179496,0.38461538461538464,-0.00031771770784774165
10360.000000179714,0.3798076923076923,0.00491428299332789
10370.000000179933,0.3798076923076923,0.00495071366358338
10380.00000018015,0.3766025641025641,0.0018862136585885805
10390.00000018037,0.3717948717948718,-0.00011259398221830231
10400.000000180587,0.3717948717948718,0.0006791411017668305
10410.000000180806,0.3717948717948718,0.0028642599754111118
10420.000000181024,0.3733974358974359,0.0011899583939899386
10430.000000181242,0.3766025641025641,0.003639063422379848
10440.00000018146,0.3766025641025641,0.0034359034317431765
10450.000000181679,0.3701923076923077,0.0026837877091480783
10460.000000181897,0.3685897435897436,0.0004068362258384502
10470.000000182115,0.3701923076923077,0.0037541555633696672
10480.000000182334,0.3701923076923077,0.002167507512272582
10490.000000182552,0.3685897435897436,0.004827837483569609
10500.00000018277,0.3685897435897436,0.0018622080774456826
10510.000000182989,0.3701923076923077,0.0026379012564763486
10520.000000183207,0.3733974358974359,0.0008924963668552012
10530.000000183425,0.3782051282051282,0.004085833993690388
10540.000000183643,0.3766025641025641,0.002822096306862247
10550.000000183862,0.3766025641025641,0.0035918338728955037
10560.00000018408,0.3717948717948718,0.0029391093464122345
10570.000000184298,0.3701923076923077,0.003228975135127028
10580.000000184516,0.3701923076923077,0.003116672110556471
10590.000000184735,0.3717948717948718,0.000959212968852716
10600.000000184953,0.375,0.0001361854696541456
10610.000000185171,0.3782051282051282,0.004365734981199215
10620.00000018539,0.3798076923076923,0.0016672981748715827
10630.000000185608,0.3782051282051282,0.003109755861763389
10640.000000185826,0.3766025641025641,0.0023388476215071316
10650.000000186044,0.375,-0.0018930465828927746
10660.000000186263,0.3701923076923077,0.0010642360263877506
10670.000000186481,0.3733974358974359,-0.0031173827239013956
10680.0000001867,0.3685897435897436,0.0031335085261318687
10690.000000186918,0.36378205128205127,0.0021305288250636303
10700.000000187136,0.36698717948717946,0.004665710312619711
10710.000000187354,0.3717948717948718,0.000916932305261911
10720.000000187572,0.36698717948717946,0.006553467418968321
10730.00000018779,0.36538461538461536,0.0020209181456794724
10740.000000188009,0.36538461538461536,0.0038127674747539288
10750.000000188227,0.3541666666666667,0.0011827534421522754
10760.000000188445,0.3573717948717949,-0.0008625285634230417
10770.000000188664,0.3573717948717949,0.004423728556495705
10780.000000188882,0.358974358974359,0.002973953267941138
10790.0000001891,0.36538461538461536,-0.0006551714632165328
10800.000000189319,0.36378205128205127,9.133514435871433e-05
10810.000000189537,0.36217948717948717,0.001084120523383069
10820.000000189755,0.3717948717948718,0.005903224431041445
10830.000000189973,0.3733974358974359,0.0026842364351733756
10840.000000190192,0.3733974358974359,0.002557586541138949
10850.00000019041,0.375,-7.37346548758013e-05
10860.000000190628,0.3717948717948718,-0.00026034098203336686
10870.000000190847,0.375,0.004801710408426115
10880.000000191065,0.3766025641025641,-0.0002900185406822611
10890.000000191283,0.3733974358974359,0.001027325126942806
10900.000000191501,0.3717948717948718,-0.001790153267168495
10910.00000019172,0.3717948717948718,0.0007493799470596419
10920.000000191938,0.3733974358974359,0.00024226005397326062
10930.000000192156,0.375,0.0020700796913460198
10940.000000192375,0.375,0.0021300262756419595
10950.000000192593,0.3782051282051282,0.0022359679111302014
10960.000000192811,0.3717948717948718,0.001254495357074439
10970.00000019303,0.3733974358974359,-0.0001614450326557507
10980.000000193248,0.3717948717948718,0.0031450170945987784
10990.000000193466,0.3717948717948718,0.006283028939295073
11000.000000193684,0.3766025641025641,0.005402825307614877
11010.000000193902,0.36217948717948717,0.00026844968276847027
11020.00000019412,0.3701923076923077,0.0011375252588686456
11030.000000194339,0.36698717948717946,0.003748880271197069
11040.000000194557,0.36217948717948717,0.0018230978172384656
11050.000000194776,0.36538461538461536,0.0012496748667462044
11060.000000194994,0.3573717948717949,0.00219785363984556
11070.000000195212,0.3573717948717949,0.0022726220808909083
11080.00000019543,0.36538461538461536,0.005372952724735953
11090.000000195649,0.36378205128205127,0.005489899747191823
11100.000000195867,0.3733974358974359,0.0012588435366972827
11110.000000196085,0.375,0.002630741667390097
11120.000000196304,0.3814102564102564,0.0014493212505446889
11130.000000196522,0.3701923076923077,0.00010267993839471858
11140.00000019674,0.3733974358974359,0.0022806504183348433
11150.000000196958,0.3798076923076923,0.002610093523226785
11160.000000197177,0.3814102564102564,0.0011872194285060314
11170.000000197395,0.3782051282051282,0.0024723840277554613
11180.000000197613,0.3733974358974359,-0.0011886619031545424
11190.000000197831,0.36698717948717946,0.0043607041284100005
11200.00000019805,0.3733974358974359,0.001353757881175618
11210.000000198268,0.375,0.0003650366833308485
11220.000000198486,0.375,0.005127083513499115
11230.000000198705,0.3766025641025641,0.00284594767262833
11240.000000198923,0.3701923076923077,-0.0005368361882920443
11250.000000199141,0.3717948717948718,-0.0012877940174297127
11260.00000019936,0.3733974358974359,0.0034695188992733134
11270.000000199578,0.36538461538461536,0.001192928508075224
11280.000000199796,0.358974358974359,0.0009418001579617578
11290.000000200014,0.3541666666666667,-0.0008128552214855328
11300.000000200233,0.3573717948717949,0.005344743290217962
11310.00000020045,0.3525641025641026,0.0006831998440021177
11320.00000020067,0.3525641025641026,-0.0015412501914209389
11330.000000200887,0.3557692307692308,0.0027630288313206467
11340.000000201106,0.3557692307692308,0.0047156499841077846
11350.000000201324,0.35096153846153844,0.0029377738474263802
11360.000000201542,0.3541666666666667,0.005350831296151655
11370.00000020176,0.358974358974359,0.0050192855669604
11380.000000201979,0.36217948717948717,0.003894102907372484
11390.000000202197,0.36378205128205127,0.002827443376857511
11400.000000202415,0.36378205128205127,0.006438977210248016
11410.000000202634,0.36538461538461536,-0.001302545051953107
11420.000000202852,0.3717948717948718,0.007857513677381195
11430.00000020307,0.36698717948717946,-0.004350170242222856
11440.000000203288,0.3701923076923077,0.0025576056609574356
11450.000000203507,0.36378205128205127,0.002155989285719639
11460.000000203725,0.358974358974359,0.005616103233561996
