Index,MPC,Kcideal_in_mol_per_l,pH,cs,max_L,fit_L,best_L,best_index,fit_a,fit_b,fit_c,alpha,alpha_err,RE,RE_err,Q_V,Q_RE,pH_sys,pOH_sys
50,40,0.0001,11.0,0.009999999667000003,31.678516450111736,20.187815597227075,20.180612486138003,26,-1.3621414980948294,0.5296743242329955,0.26641041576738195,0.999902092425,1.11788814929e-05,8.9437642158575,0.0135282615489405,342.2910016073576,0.668729150514944,9.917478761406308,0.0
51,40,0.0001,11.0,0.019999999705000004,31.678516450111736,19.018477603490204,19.171581861824002,25,-1.2639829855338942,0.42155461491036056,0.27844670257911086,0.9999468021,6.18546296291e-06,8.61023364156,0.013458717865405001,293.4717475027822,0.6437909240324893,10.116007118361622,0.0
52,40,0.0001,11.0,0.049999999818999996,31.678516450111736,17.091155047496947,17.1535206132315,21,-1.2513183417367226,0.33401617622023005,0.27866924817439387,0.9999778232879999,5.5251144991599995e-06,7.8816662472795,0.020707558392994003,210.20946136264044,0.5893156222567287,10.324974098902631,0.0
53,40,0.0001,11.0,0.09999999963799999,31.678516450111736,15.340353807085899,15.135459364603502,17,-1.25529166562506,0.2678553434493752,0.2740228751740247,0.999984274645,4.5321725360800005e-06,7.173103540643001,0.048077735923845004,144.404016303104,0.5363360796995276,10.43392206549534,0.0
54,40,0.0001,11.0,0.19999999964700002,31.678516450111736,14.564792544774111,14.6309440524465,16,-0.9881743633668676,0.19277362240992169,0.2671078709580029,0.999993817887,2.63356861962e-06,6.861195128845501,0.019325578288003003,130.43961309680884,0.5130145517359452,10.61251818924173,0.0
55,40,0.0001,12.0,0.009999999667000003,31.678516450111736,18.942178020132822,19.171581861824002,25,-1.3670509410537837,0.46819908292744955,0.26798293051638966,0.9999918204420001,3.09942261296e-06,8.579033051459,0.01715832785663,293.4717475027822,0.6414580423050379,11.122728321706653,0.0
56,40,0.0001,12.0,0.019999999705000004,31.678516450111736,18.069138091125502,18.16255123751,23,-1.2414356683287604,0.3689382306189536,0.2815170821564462,0.9999962520710001,1.8615115269900002e-06,8.214420562602,0.024639612676779502,249.5301401711784,0.6141958075171204,11.211507195803339,0.0
57,40,0.0001,12.0,0.049999999818999996,31.678516450111736,16.859529513518684,16.6490053010745,20,-1.1383860477254502,0.29349688018656006,0.2798835192850011,0.999998425564,1.10836643196e-06,7.612876034058501,0.018880661721757504,192.20174569980017,0.5692180608032065,11.362849542532963,0.0
58,40,0.0001,12.0,0.09999999963799999,31.678516450111736,15.486340596149722,15.639974676760502,18,-0.9914272335411634,0.20899251174372993,0.2811014578133629,0.9999988149660001,1.02372032417e-06,7.271977130739001,0.018585911472384503,159.33111295143337,0.5437289011466794,11.499192491233183,0.0
59,40,0.0001,12.0,0.19999999964700002,31.678516450111736,14.198202685068756,14.126428740289501,14,-0.831786092775799,0.14586844236181096,0.27459412743712786,0.9999989420409999,1.05539858983e-06,6.7324189446625,0.028568627362276503,117.40581355114662,0.5033859002893242,11.60077409130724,0.0
60,40,0.0001,13.0,0.009999999667000003,31.678516450111736,15.170038029625108,15.135459364603502,17,-0.7953606272446797,0.15242735869037027,0.2895249133420531,0.9999993670180001,7.74054069378e-07,7.158323007510001,0.040286161920525,144.404016303104,0.5352309327918459,12.53816322207937,0.0
61,40,0.0001,13.0,0.019999999705000004,31.678516450111736,15.18978010607946,15.135459364603502,17,-0.8374976689241711,0.16622309653254871,0.2835681942766787,1.0,0.0,7.0524512717065,0.025632031134349,144.404016303104,0.5273148569384721,12.55918339313614,0.0
62,40,0.0001,13.0,0.049999999818999996,31.678516450111736,14.415217321411696,14.6309440524465,16,-1.124581771254161,0.21242216077520354,0.2683567824120996,1.0,0.0,6.930136910697501,0.028055192739906996,130.43961309680884,0.5181693588283697,12.587870043800168,0.0
63,40,0.0001,13.0,0.09999999963799999,31.678516450111736,14.089674332072276,14.126428740289501,15,-0.9786536971048031,0.17274054012538514,0.27006183836385483,1.0,0.0,6.692640902959001,0.020646708130544006,117.40581355114662,0.5004116787651962,12.628358595979607,0.0
64,40,0.0001,13.0,0.19999999964700002,31.678516450111736,12.89951225742277,13.1173981159755,13,-0.8792006248679212,0.11886830057006466,0.27281507960907286,1.0,0.0,6.3037134034685005,0.03466014887713051,94.00166631611529,0.4713314000291979,12.669697608827436,0.0
