time,alpha,pressure
10010.000000172075,0.08173076923076923,0.009086287365589751
10020.000000172293,0.08173076923076923,-0.009020379206076687
10030.000000172511,0.08814102564102565,-0.00542285139865963
10040.00000017273,0.08493589743589744,0.014580024428775379
10050.000000172948,0.08814102564102565,-0.015812349059528937
10060.000000173166,0.08814102564102565,0.00604365717528341
10070.000000173384,0.08974358974358974,0.0027659589680892605
10080.000000173603,0.09775641025641026,0.012403627672351957
10090.00000017382,0.10737179487179487,0.010834859231386789
10100.000000174039,0.10256410256410256,-0.0069895369473848895
10110.000000174257,0.10256410256410256,0.010339682712416606
10120.000000174476,0.09455128205128205,0.013545419280536134
10130.000000174694,0.08333333333333333,0.0017996626710555495
10140.000000174912,0.08493589743589744,-0.00237340509005015
10150.00000017513,0.08333333333333333,-0.002649372117574231
10160.000000175349,0.08974358974358974,-0.016275067707962613
10170.000000175567,0.08333333333333333,0.002388039243953775
10180.000000175785,0.08493589743589744,-0.004289268512645346
10190.000000176004,0.08493589743589744,0.0019502744832713779
10200.000000176222,0.08653846153846154,-0.006626325406165988
10210.00000017644,0.08653846153846154,0.005789552058426424
10220.000000176658,0.09134615384615384,0.008955807605663056
10230.000000176877,0.09615384615384616,-0.009623510167803688
10240.000000177095,0.09294871794871795,-0.0016373464105647886
10250.000000177313,0.08814102564102565,0.001173777580974967
10260.000000177532,0.08974358974358974,-0.008458874654849733
10270.00000017775,0.08974358974358974,0.006156569327717617
10280.000000177968,0.09615384615384616,0.0023536878445179995
10290.000000178186,0.10256410256410256,0.003045661795812924
10300.000000178405,0.10256410256410256,-0.005847386086120676
10310.000000178623,0.10416666666666667,0.013715626899981659
10320.000000178841,0.10416666666666667,0.004040206447724715
10330.00000017906,0.10737179487179487,0.004752359819089357
10340.000000179278,0.10897435897435898,0.0016925670627782436
10350.000000179496,0.10256410256410256,-0.0015478585154924693
10360.000000179714,0.10576923076923077,0.00844966399207467
10370.000000179933,0.10096153846153846,-0.0019421383767237986
10380.00000018015,0.09294871794871795,-0.002721713347912952
10390.00000018037,0.09294871794871795,0.002830315629401486
10400.000000180587,0.09134615384615384,-0.008368620571293952
10410.000000180806,0.09775641025641026,0.005111753477822854
10420.000000181024,0.09615384615384616,-0.003130849880101042
10430.000000181242,0.09455128205128205,-0.00523071012000782
10440.00000018146,0.08974358974358974,0.008214864413921151
10450.000000181679,0.08653846153846154,0.0028805047935710104
10460.000000181897,0.08974358974358974,-0.005201503669553935
10470.000000182115,0.10576923076923077,-0.013644774135283587
10480.000000182334,0.10096153846153846,-0.0027069517422774413
10490.000000182552,0.09935897435897435,-0.012956535769800099
10500.00000018277,0.09935897435897435,0.006406949658937623
10510.000000182989,0.10576923076923077,-3.2461670758845e-05
10520.000000183207,0.09935897435897435,-0.006423681835290139
10530.000000183425,0.10256410256410256,-0.0021871780840225846
10540.000000183643,0.10096153846153846,0.004220789757402241
10550.000000183862,0.09775641025641026,0.004190316496739458
10560.00000018408,0.09294871794871795,-0.011202661552877484
10570.000000184298,0.09935897435897435,0.0033149468985932858
10580.000000184516,0.09615384615384616,0.007315573021571816
10590.000000184735,0.09455128205128205,-0.0003385738318791457
10600.000000184953,0.09294871794871795,0.00915786302555962
10610.000000185171,0.09455128205128205,-0.00043925944196525346
10620.00000018539,0.09455128205128205,0.0025996785075091174
10630.000000185608,0.08974358974358974,0.005630694347249013
10640.000000185826,0.09134615384615384,0.005392939519225838
10650.000000186044,0.08814102564102565,0.006969541532286104
10660.000000186263,0.09134615384615384,0.004836033302705714
10670.000000186481,0.08493589743589744,-0.008487999284871355
10680.0000001867,0.09134615384615384,0.010493500867311122
10690.000000186918,0.09294871794871795,0.004176570019359864
10700.000000187136,0.09134615384615384,0.0006545595151384032
10710.000000187354,0.09615384615384616,0.021025605251845537
10720.000000187572,0.09134615384615384,0.00017933148253894494
10730.00000018779,0.08974358974358974,-0.011108650495741257
10740.000000188009,0.09455128205128205,-0.010485996620734175
10750.000000188227,0.09455128205128205,0.005084511454429255
10760.000000188445,0.10096153846153846,0.013659054995458655
10770.000000188664,0.09775641025641026,-0.013377630670475706
10780.000000188882,0.09775641025641026,0.0010171056932682804
10790.0000001891,0.09935897435897435,0.0105816298777311
10800.000000189319,0.09455128205128205,0.010577894570552061
10810.000000189537,0.09455128205128205,0.003723380961023181
10820.000000189755,0.09775641025641026,-0.002206752865058444
10830.000000189973,0.10256410256410256,0.0048791850310534466
10840.000000190192,0.09294871794871795,-0.005677381849777628
10850.00000019041,0.08814102564102565,0.007522870244817573
10860.000000190628,0.08974358974358974,0.009626051683227423
10870.000000190847,0.09294871794871795,0.013254585020876071
10880.000000191065,0.09294871794871795,0.009105352800846525
10890.000000191283,0.08814102564102565,-0.0023893192709425674
10900.000000191501,0.08653846153846154,0.007049549032168793
10910.00000019172,0.09134615384615384,-0.004676925054510998
10920.000000191938,0.08974358974358974,-0.0036131984583878314
10930.000000192156,0.08493589743589744,0.0037856381643395047
10940.000000192375,0.08653846153846154,-0.0025194891444822337
10950.000000192593,0.08333333333333333,0.004521191847927409
10960.000000192811,0.08173076923076923,0.01598955383901952
10970.00000019303,0.08173076923076923,0.009622492160691576
10980.000000193248,0.08173076923076923,0.020552611614851463
10990.000000193466,0.07532051282051282,-0.0004256845235671475
11000.000000193684,0.07852564102564102,0.008072894216978497
11010.000000193902,0.07852564102564102,0.0016740849975374538
11020.00000019412,0.08493589743589744,0.01472329648066184
11030.000000194339,0.08333333333333333,-0.0006109028797425253
11040.000000194557,0.09134615384615384,0.009984546781984417
11050.000000194776,0.08493589743589744,0.01724862896865008
11060.000000194994,0.09775641025641026,0.007196492299551241
11070.000000195212,0.09615384615384616,0.00037608220707191324
11080.00000019543,0.09294871794871795,-0.013613860022376965
11090.000000195649,0.09294871794871795,0.007337654546994809
11100.000000195867,0.09294871794871795,-0.0015366690377890165
11110.000000196085,0.08974358974358974,-0.0090137043309862
11120.000000196304,0.09294871794871795,0.0029446025431698465
11130.000000196522,0.09455128205128205,-0.008412479106999292
11140.00000019674,0.08012820512820513,-0.00040880475719742615
11150.000000196958,0.07692307692307693,-0.002259283519195032
11160.000000197177,0.08173076923076923,0.006395741007377336
11170.000000197395,0.08493589743589744,0.003989522472645151
11180.000000197613,0.08493589743589744,0.012933742876533172
11190.000000197831,0.07852564102564102,0.006996123924104522
